Id,SalePrice
1585,160691.8385241269
1586,145430.52225119402
1587,162647.56336297383
1588,173049.60044052344
1589,153918.66739993598
1590,168574.54477371223
1591,155176.36229235158
1592,164466.22997088803
1593,159674.10748764285
1594,176182.69750822624
1595,173400.69555495874
1596,202328.76515084304
1597,178296.5501093239
1598,184050.8952699768
1599,198829.37893505962
1600,185545.42065306383
1601,139621.5107869403
1602,155449.53132240576
1603,157767.9773250283
1604,224124.68390968163
1605,209883.2431500076
1606,178891.9912247562
1607,190162.99076313805
1608,185016.61381775772
1609,184421.16944475553
1610,167253.85121786906
1611,173511.74410644535
1612,175105.9960172174
1613,175960.96052329426
1614,153714.2386316633
1615,153866.2096506847
1616,146322.5587661482
1617,147954.696441819
1618,158544.94439544075
1619,167012.7810464718
1620,174904.22539561536
1621,162318.72455372015
1622,174253.73632198115
1623,227330.2486925661
1624,183688.8773366091
1625,165384.09636931898
1626,183401.63715018277
1627,185450.6169256015
1628,219464.55628718957
1629,178283.26411125096
1630,235493.65744753066
1631,200534.9762605709
1632,206551.91681736943
1633,169732.83705684842
1634,178685.13213304605
1635,178011.4880957395
1636,176857.8557985957
1637,180253.33450828734
1638,198552.44782571052
1639,181948.62270378668
1640,207752.48208412188
1641,186899.81314945244
1642,189582.21967371603
1643,203891.45881237925
1644,199465.05423578472
1645,186095.70738878523
1646,174052.79733148616
1647,181834.30141804856
1648,173625.70160714313
1649,167654.11881329288
1650,161751.22935626438
1651,162242.068523709
1652,160146.53170579384
1653,160954.6716339386
1654,171657.25323115973
1655,170521.6994266669
1656,170586.5661272164
1657,171669.38001076883
1658,170497.33469002394
1659,166843.32146989953
1660,172388.41578576312
1661,245036.92914478414
1662,246979.9539489442
1663,248276.52945863883
1664,260045.69456778443
1665,232900.86566538192
1666,230222.02351150184
1667,237218.88076700442
1668,231750.2297320343
1669,227855.76373973154
1670,238174.07290490353
1671,205721.69147225146
1672,263326.28753950517
1673,223105.41269494593
1674,212188.17866502423
1675,181550.5922038405
1676,180706.52576597678
1677,189461.94659528483
1678,269718.626235716
1679,242337.16038574404
1680,237607.45689229385
1681,218423.5738292619
1682,218312.54029475292
1683,183534.35443585497
1684,178154.16205250405
1685,176136.7702200485
1686,174423.86794266847
1687,171840.5958985866
1688,175449.6739139693
1689,183135.95250679879
1690,179701.23996671886
1691,169512.37444659538
1692,218246.0886027329
1693,169266.64749779392
1694,181226.83223804118
1695,171812.60945569622
1696,217368.58322156026
1697,173049.05277753941
1698,239038.27168789154
1699,235761.2905205991
1700,199197.2073387835
1701,216261.92207567114
1702,212545.40680289004
1703,211568.12745889113
1704,224657.6969190213
1705,200944.19331067827
1706,261311.06926637026
1707,189006.75003512975
1708,188805.4277603243
1709,218809.84859953346
1710,205651.60130843346
1711,210873.8398915556
1712,206070.33896084686
1713,203577.437833756
1714,196398.93584166784
1715,180955.5878674496
1716,182073.6994868305
1717,177662.0404443948
1718,171222.19594591268
1719,184197.56607625712
1720,209726.95255607078
1721,179047.83639447778
1722,170047.26568169132
1723,173238.84277235853
1724,190222.08544986384
1725,199017.1629029441
1726,169902.01245123075
1727,177841.65136109677
1728,182007.91938982336
1729,173801.3328883445
1730,179147.1235396016
1731,167738.13581510048
1732,165706.8773449896
1733,163478.60546338043
1734,166936.10075078908
1735,163579.39669452325
1736,162135.64537143547
1737,254471.72743540665
1738,186036.10687096696
1739,202561.22360477783
1740,184089.51086060898
1741,179565.177855046
1742,169263.4159363379
1743,173192.6632981671
1744,231090.07413496752
1745,205502.87386343
1746,215564.0258601041
1747,197850.97277217734
1748,190959.931944491
1749,175895.25250825516
1750,174450.25331022558
1751,199222.31144146217
1752,161129.24952775348
1753,178554.06025662422
1754,202109.03357387902
1755,177763.8721882509
1756,162405.76668893726
1757,161312.69829668396
1758,171461.32034382087
1759,182842.49248829004
1760,175311.47264988415
1761,175216.709259078
1762,180458.28343215925
1763,184349.74023548872
1764,165088.2099536089
1765,188239.76886511434
1766,186457.93382792492
1767,190961.65401832023
1768,170859.83399942514
1769,182073.94081449395
1770,169128.20606887812
1771,171027.27628540926
1772,175592.50483408358
1773,168911.26104014754
1774,175298.82630230495
1775,168090.7898603496
1776,167972.60671835302
1777,160691.56157809953
1778,164454.40387271618
1779,169466.43270668245
1780,183721.03340680766
1781,169370.35941322843
1782,149186.8300338503
1783,165437.9260773455
1784,146759.2961003637
1785,163772.43583511809
1786,179461.70772412172
1787,179823.66748153418
1788,136763.32657676775
1789,158574.88171507718
1790,152790.85672541673
1791,185708.29997881936
1792,176086.5533475103
1793,169568.39975729413
1794,168254.9215560469
1795,170205.04409704817
1796,169030.21585452717
1797,157705.76573948684
1798,165298.5805743099
1799,152822.48040251512
1800,170083.2088452658
1801,170313.73517674484
1802,181116.0356390643
1803,177707.2137167776
1804,167186.13628170663
1805,168775.45140579628
1806,159405.72802983926
1807,180138.10629191916
1808,165139.07062726625
1809,171495.644603337
1810,168596.18733533096
1811,167108.54310605527
1812,171012.03161176632
1813,153368.91811381726
1814,151979.12032182416
1815,135245.6016501968
1816,157115.0385657705
1817,168540.91533026838
1818,177331.67896960024
1819,153503.79109968626
1820,144018.89245411847
1821,164238.1062342671
1822,178691.155003998
1823,149187.4357236603
1824,174843.4083392662
1825,164254.22941564143
1826,151555.59918699195
1827,156421.57973175516
1828,163763.38533252405
1829,161226.12572370315
1830,182263.15617813912
1831,187687.3392225796
1832,164449.85087324493
1833,178245.56202727955
1834,163244.46246487193
1835,180968.35136109687
1836,169277.96044341518
1837,146653.90722335185
1838,170536.54232602037
1839,143691.787302157
1840,171195.55226343803
1841,171201.34778603344
1842,152638.4442296926
1843,168620.2804130241
1844,167300.61887753307
1845,173323.5593327512
1846,173477.00878117385
1847,180212.15645288187
1848,142791.70144856643
1849,173219.6588844836
1850,167530.808109388
1851,175019.72623696038
1852,166524.22381167975
1853,160158.19343235635
1854,180711.41587555213
1855,176194.8859934125
1856,191656.0439247255
1857,175367.9385127678
1858,173846.75206369176
1859,173800.5427868857
1860,171997.7947565613
1861,173747.43964092038
1862,212300.90792549486
1863,211331.997597789
1864,211332.26555056009
1865,234967.11469385462
1866,236912.86275676018
1867,208401.8481930762
1868,228701.33616611504
1869,186456.3745744091
1870,212348.21330655608
1871,212769.20088298153
1872,178996.99961548703
1873,192229.58117945577
1874,166968.042758812
1875,193708.8988423219
1876,178934.2950517143
1877,193676.45112174097
1878,194755.18303497907
1879,163923.98847408278
1880,161061.56332708095
1881,202351.92071377137
1882,213271.81816684068
1883,182536.45665442463
1884,190341.92845880784
1885,213132.04390055325
1886,227877.03813365256
1887,191017.88586961955
1888,218401.63367987517
1889,170330.26370333825
1890,166685.9974683521
1891,162228.88916473053
1892,152615.65455712785
1893,172677.1380141943
1894,175513.60129681168
1895,180033.5247505653
1896,161852.05173490508
1897,154232.95881170718
1898,150349.518330346
1899,167354.57501925176
1900,161322.928393127
1901,179087.20061155953
1902,170763.25418647402
1903,202460.216569252
1904,171452.9331367575
1905,184888.24630781703
1906,175750.29188423432
1907,185836.67659814164
1908,160890.38074579937
1909,157124.96402230658
1910,158922.0788955904
1911,190667.32152090673
1912,215431.61574544024
1913,174022.69699841508
1914,143739.75462671454
1915,233924.27816454173
1916,153142.27787240775
1917,214207.473965164
1918,166437.20514658143
1919,177120.97304144086
1920,176173.51862120794
1921,247921.13711309098
1922,239361.54878968085
1923,191271.5991610312
1924,206812.53751786062
1925,196050.9153170966
1926,252205.97712541014
1927,166564.24710338793
1928,176794.93964376402
1929,154917.4286599964
1930,166699.10243504203
1931,159253.2046068019
1932,162331.41287440257
1933,175402.32586927174
1934,184715.78913389854
1935,171850.96341430608
1936,185970.2107291577
1937,187061.83217862624
1938,179272.89999158014
1939,214172.73425720425
1940,193065.38372299666
1941,185091.6538090591
1942,183978.3230912548
1943,190781.3984428812
1944,224089.45638417252
1945,253411.71135650063
1946,184237.97926181136
1947,228162.9410535715
1948,185874.2148931518
1949,208697.47187633708
1950,185651.537149563
1951,216714.14500621648
1952,205871.86173992683
1953,176404.78110559002
1954,198544.35946582202
1955,161025.6166978777
1956,213636.92528239326
1957,179675.55763447206
1958,226577.47274976442
1959,171054.97861840608
1960,161444.9586004858
1961,165328.09174225235
1962,154590.5258396056
1963,160088.78197827042
1964,152193.11294584142
1965,169791.44008309097
1966,172217.74760036592
1967,219240.15511537506
1968,253305.549251904
1969,253886.9279427873
1970,258395.42667886443
1971,253774.87060415524
1972,245011.93378515798
1973,205971.42799212888
1974,228227.8167969985
1975,264411.59139792563
1976,216228.59490443347
1977,236584.38433862108
1978,245278.2752087603
1979,238106.49705352075
1980,187977.73034634264
1981,235455.08637071878
1982,202964.57347398764
1983,197185.36585502294
1984,174299.15715056463
1985,191055.5342716653
1986,193913.18297177964
1987,175434.44352625633
1988,178370.9320526142
1989,172954.53597029022
1990,190252.21269965568
1991,189442.99752003353
1992,191850.9054323174
1993,169983.18386169037
1994,208100.38534020283
1995,178182.57188278122
1996,202710.3397951812
1997,234976.94392409033
1998,234420.82118512868
1999,203443.49940479826
2000,226276.1036053813
2001,202655.02627377512
2002,199710.67357323368
2003,213438.8185151595
2004,210048.87709293244
2005,198549.61691832403
2006,202289.1543115879
2007,210879.56927713146
2008,185365.65295437223
2009,178140.63855302543
2010,183716.6777139297
2011,171384.663824283
2012,183464.22523496908
2013,173911.1889398317
2014,180423.36168058348
2015,186443.67187548234
2016,174635.36788874134
2017,182010.925729382
2018,166169.1069362169
2019,163745.94615652124
2020,161497.98405580156
2021,155728.85307001427
2022,183051.31355593356
2023,173701.9009698226
2024,190142.74552379284
2025,245384.27344226974
2026,176803.65905671215
2027,159513.5694095963
2028,169343.17792119875
2029,169316.4087256144
2030,221060.59414297083
2031,220728.32167592415
2032,224280.23876296388
2033,215561.54435421186
2034,168525.83222735085
2035,188426.54928734674
2036,181128.22764504395
2037,185672.0881834349
2038,230845.22486789944
2039,192778.891982695
2040,266918.06065766484
2041,217656.11896161313
2042,180461.5341122008
2043,183637.9451249505
2044,184061.3623541942
2045,201528.76151833974
2046,174125.85909660973
2047,168274.83250095122
2048,166289.6231665934
2049,180208.35996897006
2050,183259.0937511966
2051,165653.8833497363
2052,171863.86254949754
2053,171276.84839108083
2054,145703.1845134622
2055,182796.4560052847
2056,170530.53464561442
2057,164652.51578377245
2058,187431.1326574306
2059,168435.34896057026
2060,179670.68212303054
2061,188759.40054595677
2062,170263.03928277022
2063,162642.83612576028
2064,169775.6303749586
2065,160587.78681583822
2066,184408.4588461603
2067,176716.40424871593
2068,176595.7857242478
2069,154908.2422014758
2070,152820.89783162982
2071,144210.6011264807
2072,177445.09355028695
2073,169015.17222538352
2074,186283.956008857
2075,170114.8667732088
2076,159679.38584305314
2077,173050.21839119616
2078,165958.33690948604
2079,160495.3727112069
2080,159085.65644997914
2081,160129.2897806731
2082,174736.23609002755
2083,171252.7164061051
2084,156172.0154368088
2085,170888.17433805988
2086,169933.6237308116
2087,164856.13528659366
2088,148979.75377696383
2089,148436.18533583608
2090,161985.705041172
2091,171537.38137767717
2092,170767.6194519685
2093,171919.31718763476
2094,167891.20295559382
2095,179337.2864018172
2096,152971.10747204386
2097,148509.69956094222
2098,177478.2751195568
2099,135061.44284808563
2100,173195.14112039798
2101,167923.12974525613
2102,166649.21138097782
2103,155071.97571111948
2104,179247.20451431442
2105,160197.53036728184
2106,147672.8565266881
2107,208897.8925729307
2108,165776.5572031031
2109,165286.1787003467
2110,164261.30958617743
2111,177606.70001669353
2112,174809.71921066113
2113,152731.50915852297
2114,152865.42624348882
2115,172944.88620819428
2116,155038.81531036462
2117,167854.44069095756
2118,153628.77073959648
2119,152630.09710400857
2120,150425.12376056093
2121,149870.6776317236
2122,145264.5348155885
2123,150277.94865894908
2124,191071.64269108477
2125,173401.00200843188
2126,180251.30191555593
2127,185255.8201480288
2128,160397.8489102132
2129,152960.8554919112
2130,177145.37041120374
2131,182927.3270754229
2132,163001.21817123183
2133,162151.0565880816
2134,155659.8101102505
2135,159756.94325172057
2136,152035.0896808339
2137,162264.5642392617
2138,170136.6522475806
2139,173418.07715372034
2140,166693.6255636802
2141,167889.2467184706
2142,168081.11155361275
2143,173020.47862245943
2144,165526.78285640755
2145,165242.5902467132
2146,173360.15465636013
2147,184647.33635512055
2148,162922.22198154227
2149,166602.22331795047
2150,205949.85476999715
2151,163139.74867968835
2152,177860.78309317734
2153,181654.544871139
2154,160358.2323520846
2155,156538.88169278592
2156,190566.67859418932
2157,208108.87844288998
2158,199869.829026765
2159,196484.64737935332
2160,171525.09630203462
2161,210042.49324289398
2162,261413.1358222197
2163,237777.11825793664
2164,207622.86083956136
2165,182860.26742814863
2166,168165.09127105577
2167,193912.66284727267
2168,184254.60582200778
2169,183845.94649595345
2170,188719.75359006363
2171,173865.10776925107
2172,169406.66548453722
2173,182114.0687770895
2174,203133.96811003858
2175,228153.63053867585
2176,230606.1629292668
2177,207651.18671011637
2178,202073.30122060838
2179,160678.61952622232
2180,184811.10515102444
2181,188038.30021144837
2182,195469.5377571128
2183,187227.9321216787
2184,170547.19673347758
2185,166360.59822033442
2186,171844.5694226502
2187,173502.2975541606
2188,166891.44413850928
2189,192351.8268895516
2190,159129.4246889008
2191,160947.71124197217
2192,147652.36767537676
2193,157264.5215910618
2194,159014.56891300858
2195,161121.08544391135
2196,164517.34333171512
2197,152778.12392760333
2198,180543.86214061535
2199,181698.73314034627
2200,157412.10190307815
2201,164801.61938756498
2202,188285.26031001238
2203,182491.51770893732
2204,177854.63856226133
2205,163032.9051676267
2206,165909.13877026606
2207,206683.94276686944
2208,197120.1982464518
2209,190955.91327180073
2210,156662.83799630817
2211,154428.6718141935
2212,151777.02768531258
2213,152625.15878307537
2214,167364.9117218603
2215,158157.06400187218
2216,177048.75940230093
2217,151941.17903648465
2218,149205.77352957256
2219,142049.55720453436
2220,139978.10366402616
2221,235880.68945466276
2222,209704.30757379884
2223,207462.12852260555
2224,190381.63202243226
2225,173221.80592275338
2226,183436.36858555384
2227,188452.30653178474
2228,217949.6710806399
2229,206857.29708939334
2230,166175.38960994387
2231,185786.13805003834
2232,184505.98757460155
2233,179014.07998716753
2234,207357.28429681621
2235,184929.66377476277
2236,212044.41462097186
2237,243541.35744337164
2238,190720.22018213532
2239,168546.9115736056
2240,180059.003271598
2241,170922.43817237022
2242,161708.503391151
2243,163717.58660001933
2244,144202.98010834644
2245,146087.6971611464
2246,171895.2915083935
2247,151716.19450004792
2248,155943.14175380152
2249,157836.4084570011
2250,166767.49271360217
2251,178232.73729373227
2252,183337.96633032826
2253,169190.94950570603
2254,183463.16509096292
2255,186637.29696148643
2256,175294.17876378924
2257,185903.08351340363
2258,181485.37265483526
2259,178155.87038505785
2260,174227.45978039512
2261,183331.24787629544
2262,196558.8480214496
2263,234673.0182487381
2264,258433.41990614985
2265,182209.75287491063
2266,226075.18073569052
2267,250230.37139326413
2268,243849.91467026263
2269,177861.89281721212
2270,183712.7599703855
2271,211182.27360420793
2272,194185.88594734867
2273,176981.39826417543
2274,178195.28019719003
2275,176135.9103601417
2276,183628.18177609262
2277,182786.04486550158
2278,181003.9057568292
2279,163666.629050452
2280,159994.12801895317
2281,176026.84218544443
2282,178926.59540768585
2283,151827.68051308556
2284,152006.95666966963
2285,169424.20489118088
2286,165074.5686214005
2287,233868.88217063007
2288,216040.2860102925
2289,249060.9631781523
2290,261061.56627172287
2291,225307.80091589902
2292,259623.5950017985
2293,264308.4456971427
2294,219037.04950845454
2295,268548.838991904
2296,220976.53925394034
2297,221468.31444596537
2298,237830.87765173274
2299,254244.74702540168
2300,227780.8024594627
2301,212751.9799639259
2302,199409.04472916867
2303,210127.7009473647
2304,208786.49565520775
2305,179225.39247187498
2306,179640.49683881583
2307,181487.99689535107
2308,206068.813563301
2309,224462.75239123465
2310,197083.11881235908
2311,188504.99144600218
2312,185662.19933397902
2313,179349.1118761473
2314,179400.71527705828
2315,176016.43846698923
2316,179701.91619081818
2317,180385.2058100625
2318,175575.99913370705
2319,171219.90013962242
2320,184224.94137800764
2321,209678.40213369776
2322,174658.07719628574
2323,182447.40334456184
2324,175803.55247718733
2325,195648.36699063177
2326,176863.74605188842
2327,186902.51093610853
2328,195982.79182153704
2329,183894.67498619063
2330,184991.1523567691
2331,242021.00287211582
2332,253541.38037215322
2333,230062.89705746982
2334,205832.89618383037
2335,210221.3100189784
2336,238486.24678503
2337,187984.6651990323
2338,214834.89420304538
2339,200373.083701801
2340,255717.00726151967
2341,195469.26289224136
2342,203167.3288982989
2343,195412.58085300794
2344,194815.7963432942
2345,208167.90188278686
2346,201353.50250508738
2347,187287.10730678038
2348,200120.94469992598
2349,170098.83251397786
2350,215324.30081574424
2351,210228.90333909984
2352,210891.97983534183
2353,187841.3290867186
2354,168765.43239161067
2355,177417.50699377432
2356,171978.1873748882
2357,190473.17704629325
2358,183476.1220438649
2359,156602.7374359616
2360,154936.95564816965
2361,168709.3145415346
2362,210904.89630363448
2363,169029.6301193214
2364,172466.0783206122
2365,202985.24081775208
2366,182000.75157494438
2367,197728.9367780057
2368,188123.6532676034
2369,202967.40824185847
2370,170313.4427482661
2371,169238.9685895159
2372,183918.6347643002
2373,221585.9509270911
2374,230395.12532096356
2375,201496.92028067107
2376,218695.4572589562
2377,253637.5066819073
2378,173685.16212432506
2379,190034.48193618687
2380,172570.11258754678
2381,176734.76841044484
2382,186828.13008654522
2383,196381.9684494509
2384,200294.5508199376
2385,173813.73731752697
2386,169797.09266343244
2387,169829.8822423438
2388,164931.17338410718
2389,168268.19038720708
2390,172402.82259890967
2391,167218.11514470467
2392,162139.82226477322
2393,182728.03114766712
2394,171612.78823366403
2395,188659.55021420462
2396,174281.9465993969
2397,190742.4921450248
2398,162121.3254877597
2399,136933.15051880956
2400,147749.29865089027
2401,152913.7734623167
2402,170815.856719379
2403,175015.99855293325
2404,173823.82410866793
2405,176439.85577918417
2406,166223.36874355568
2407,164716.1036052567
2408,169258.2444220183
2409,171108.89386701575
2410,183117.07770594105
2411,164432.50911225603
2412,177754.5649781802
2413,171414.0500730734
2414,166250.25435666382
2415,174981.70173642013
2416,165786.39917856947
2417,167062.91412998704
2418,164338.8810174699
2419,166377.5912593638
2420,164584.6011300823
2421,179057.41681624585
2422,162937.36200150277
2423,168938.2377654917
2424,176176.83535593617
2425,185518.6291618248
2426,161201.0193903199
2427,169056.6873358935
2428,180196.3456527968
2429,161952.72499675828
2430,166339.97140828808
2431,165826.6876995668
2432,166241.97406792338
2433,171514.52169030125
2434,172946.96233028147
2435,178068.29044245486
2436,161147.9801124779
2437,155611.98839559188
2438,164136.8794383555
2439,160859.1629505734
2440,156975.1357531457
2441,152520.30864736397
2442,151248.62743548347
2443,162459.73279200582
2444,155152.56009694963
2445,143516.67922371282
2446,172536.11848871742
2447,207954.21941708503
2448,176616.93746866393
2449,149064.03857559685
2450,178188.29256782876
2451,154942.13432996965
2452,201677.7723219615
2453,160540.37131747932
2454,168322.77022201536
2455,151082.84238256633
2456,172894.36739932
2457,153373.20767082795
2458,152344.6582301997
2459,151703.74855124188
2460,165988.67614480955
2461,154250.96690554803
2462,163261.17171920746
2463,156272.26916925437
2464,183585.53920381799
2465,163178.39008533754
2466,164867.85576665812
2467,167497.56136140833
2468,147035.00064867837
2469,147361.63224014317
2470,188197.7254063268
2471,190885.63130436777
2472,186846.38057478555
2473,153674.51281887025
2474,168148.48630812924
2475,200282.2982899366
2476,152444.4114064038
2477,166190.51603813263
2478,179238.49937248716
2479,163207.58990542844
2480,169181.1843920974
2481,165218.38060667698
2482,166130.1522380572
2483,161460.77065818475
2484,165302.0131096748
2485,163142.70455788137
2486,174616.88926544666
2487,187520.01539375633
2488,164993.03907804415
2489,173313.20411989768
2490,172360.20847569147
2491,156787.56561838964
2492,181415.68378868184
2493,168649.57999012707
2494,185880.1843033116
2495,165785.19563182048
2496,196773.90509981677
2497,174093.38700080223
2498,154009.39951057432
2499,158863.540625052
2500,157717.53225861597
2501,170766.8801169474
2502,172329.00172871025
2503,154463.8952770163
2504,182526.0201536287
2505,193571.87684479542
2506,210736.90705681106
2507,233664.1211053464
2508,210742.1641508214
2509,195725.2834245369
2510,204249.48327744423
2511,184091.94085436573
2512,186484.74636847145
2513,189828.08470282776
2514,202027.4227684768
2515,168819.98296854517
2516,166026.75775250274
2517,165115.59082790895
2518,171437.60794356547
2519,190713.4045687767
2520,187418.93904667743
2521,184316.7412628657
2522,191389.4928770823
2523,166019.20501881116
2524,167228.82783018006
2525,168986.29713820465
2526,168791.85469888794
2527,164236.36173981955
2528,165379.51738414323
2529,163531.69356077857
2530,154891.34137287177
2531,201903.33606815725
2532,193492.17928173093
2533,180270.5525950685
2534,201389.2089346524
2535,224281.56400544042
2536,198338.59827485765
2537,201008.04088948437
2538,176242.95639691138
2539,185523.04837153747
2540,179869.65829515818
2541,175518.850953543
2542,165819.18593256365
2543,165057.99622017186
2544,167894.52904371367
2545,165611.13174402885
2546,174476.729847345
2547,167809.5911076376
2548,175960.7864826816
2549,161922.75366150486
2550,254178.39441669578
2551,164283.7877550123
2552,164560.54859370537
2553,158579.38852199283
2554,164539.24278581992
2555,155487.28969608998
2556,155238.57250603827
2557,162301.7956895754
2558,184870.72276015408
2559,174306.72638067385
2560,154400.82504640138
2561,160877.8453513634
2562,164042.32459437265
2563,162584.036974814
2564,172211.9393917177
2565,170274.26579527985
2566,174710.55504581652
2567,155345.1238557919
2568,188860.80122053777
2569,186083.40688768786
2570,157450.2697799791
2571,177839.75481569962
2572,184768.88008509585
2573,204341.66544026206
2574,240790.19522623005
2575,155391.3188962462
2576,166431.60546206168
2577,175744.05573873944
2578,149668.1916494813
2579,151810.1115367613
2580,171768.99181794524
2581,166547.6666551263
2582,160609.60814305127
2583,219104.28142449146
2584,177506.116617003
2585,176352.03911354797
2586,192123.06797699942
2587,194688.23920113896
2588,176604.57946521233
2589,171269.73418676047
2590,198903.76563979438
2591,189333.7862006159
2592,196712.93720998077
2593,206680.28714129457
2594,183712.33724221413
2595,196300.3852869007
2596,236901.21145439066
2597,183118.87182843647
2598,210632.7808266627
2599,234859.1487774167
2600,177337.6661097296
2601,167936.67231558196
2602,152668.54425947275
2603,145020.2976496437
2604,145524.74858035785
2605,148332.3097662539
2606,168489.03252804253
2607,180263.9055815745
2608,185033.77569798997
2609,167999.7778325961
2610,154400.1211670935
2611,179673.43898531524
2612,172945.25236929348
2613,164667.4165827332
2614,164431.54566877094
2615,174603.94189614835
2616,168857.3029291264
2617,186805.70799027357
2618,183499.53256646878
2619,202940.91775218793
2620,183359.3722235999
2621,186528.42551203564
2622,185519.8196475215
2623,210227.17625005404
2624,206981.0683301921
2625,241101.7208355212
2626,177297.25655056137
2627,181652.4545392715
2628,268325.2699406795
2629,314162.4304020886
2630,239500.47997975655
2631,268903.82715919864
2632,258954.28650771998
2633,227415.77840057216
2634,253822.14286637478
2635,173689.57673443048
2636,190795.69316775433
2637,182108.79409208425
2638,203870.22725752197
2639,183233.9047431995
2640,173827.61539598074
2641,160572.14884714157
2642,186133.88993407553
2643,156314.22555699974
2644,156581.2763796924
2645,158198.75725700115
2646,159997.56393122268
2647,150517.94855006362
2648,164471.28257396276
2649,173940.1477172169
2650,169025.60921891744
2651,169657.9543908094
2652,263445.12687646545
2653,211008.9847914246
2654,199732.34960321503
2655,225877.8614478743
2656,215085.7233756188
2657,235895.8866175421
2658,217058.34745110097
2659,219712.12962801373
2660,231523.35168933021
2661,221536.39614729446
2662,223245.96553761602
2663,215673.5449590104
2664,225669.7240856463
2665,232670.76925341506
2666,224705.8507969315
2667,176532.81163528736
2668,180049.93966003982
2669,179843.96168032518
2670,216886.88061708285
2671,175745.37830280387
2672,180162.09426340394
2673,187263.0613482725
2674,186479.98735225954
2675,173952.2923657172
2676,180446.48360406476
2677,188230.80258776146
2678,206600.10448376913
2679,215102.49603817138
2680,218145.8493584886
2681,257247.62314866972
2682,232046.05915290874
2683,325966.172375253
2684,228169.40387405036
2685,240476.92350582816
2686,211311.54287218992
2687,237558.14432047494
2688,205359.29184188988
2689,201207.75901947403
2690,276325.61333643907
2691,172020.43561888617
2692,168631.55716142847
2693,188047.64482068727
2694,170840.4890418431
2695,177287.6332841732
2696,175587.7015127434
2697,181625.21161598913
2698,181283.53349017526
2699,177466.37678410378
2700,177255.50318327642
2701,161855.49434010877
2702,164600.18969931162
2703,177957.3288116623
2704,172004.7446353458
2705,166198.37415917544
2706,160709.91894552993
2707,165327.1459877747
2708,166755.86830142004
2709,160164.0749417591
2710,164138.90711178174
2711,218698.45136599685
2712,236379.92867028003
2713,175014.9344358012
2714,170898.70975842068
2715,169160.98246051426
2716,170406.1684846284
2717,177232.32931308678
2718,206857.4490916907
2719,173839.85389113837
2720,182923.39261291784
2721,170352.63795790155
2722,177591.92286316302
2723,170880.27833865353
2724,164727.27805863344
2725,168529.44278279072
2726,170944.05510465
2727,182031.32187511714
2728,185506.68647680772
2729,170220.05795433724
2730,172895.54460475908
2731,161595.24705078866
2732,162271.92150963654
2733,180890.27654739624
2734,175298.5541598977
2735,170664.40953344907
